date,2023-12-02T11:52:23lat,-36.2109,lon,-163.575
date,2023-12-02T11:52:28lat,-36.3964,lon,-163.3159
date,2023-12-02T11:52:36lat,-36.7042,lon,-162.8812
date,2023-12-02T11:54:20lat,-40.7658,lon,-156.4468 
date,2023-12-02T11:54:22lat,-40.8397,lon,-156.3153 
date,2023-12-02T11:54:24lat,-40.9135,lon,-156.1834 
